x, y
-0.2985074853475759, 0.12684477744153005
-0.24626871336893977, 0.13905852590194054
-0.20895527770049285, 0.1492366431478766
-0.15920403014256332, 0.16603053272102752
-0.11691554563270269, 0.18180662610015919
-0.0796021099642556, 0.1950381707545889
-0.047263723137222394, 0.20826972511562758
-0.009950287468775479, 0.22353690098453166
0.037313435668447095, 0.24134860616491977
0.07711439575760078, 0.25610687423020523
0.1119403070053411, 0.26679389927975994
0.14925374267378785, 0.27442748721421195
0.18407946413557993, 0.2759542009184588
0.22139289980402688, 0.27086514229549075
0.25373128663106026, 0.2596692191489265
0.2761193859893181, 0.24745547068851598
0.2960197711409209, 0.23524173193471454
0.31094529723705827, 0.22048346386942902
0.3432834942781435, 0.1991094137703197
0.3930347418360728, 0.1767175674771912
0.4477612280213637, 0.15687023108232867
0.49751247557929307, 0.13854962780493096
0.5572138208200499, 0.12124682072155243
0.6218905944741165, 0.10343511554116433
0.6890547027629419, 0.08664122596801344
0.7562188110517672, 0.07340966190036574
0.8109452972370581, 0.06323154465442968
0.8706468322637633, 0.05356234491872123
0.9353234161318816, 0.04491094137703197
0.9975124755792931, 0.03727735344257992
1.0796019201783078, 0.028625969314108685
1.169154317611339, 0.020483444456211013
1.2611940496791292, 0.013867691542214192
1.3457710186988505, 0.009287531016255755
1.393034931622021, 0.0067430017047717394
