x, y
0, 0
360, 0.08341711386325222
540, 0.11959801907942916
720, 0.15175879304509754
846.6665649414062, 0.17185926527204007
966.6668701171875, 0.18994971788012863
1140, 0.2100502821198714
1260, 0.2221105838585971
1380, 0.23216077396566842
1540, 0.2422110560855396
1713.3331298828125, 0.252261338205411
1853.3331298828125, 0.25427135782426535
1980, 0.25427135782426535
2046.6668701171875, 0.23618090521617696
2166.6668701171875, 0.21809045260808857
2326.6668701171875, 0.19798998038114587
2520, 0.18190954739191162
2666.6668701171875, 0.17386937690369447
2893.3331298828125, 0.15979896353331435
3113.3331298828125, 0.14974877342624324
3366.6668701171875, 0.13969849130637185
3620, 0.13165832081815487
3880, 0.12562816994879183
4140, 0.11758790744777475
4613.3331298828125, 0.10753771734070346
4800, 0.10351758609019492
5000, 0.10150756647134077
