x, y
0.01582278430076679, 0
0.0812235938857326, 0.016268980342600357
0.1497889925223888, 0.0338394592530136
0.23312233926886262, 0.05531453316484121
0.44198312423052164, 0.10867679365346918
0.5029125977503588, 0.12684477744153005
0.567193554086598, 0.13905852590194054
0.6180800448284662, 0.1492366431478766
0.6931001133269584, 0.16603053272102752
0.7639843360996792, 0.18180662610015919
0.832526162017421, 0.1950381707545889
0.8968840008126919, 0.20826972511562758
0.9773490890970286, 0.22353690098453166
1.0897162712362194, 0.24134860616491977
1.1943026494792033, 0.25610687423020523
1.294017968785993, 0.26679389927975994
1.4101124358581376, 0.27442748721421195
1.5278455870539727, 0.2759542009184588
1.6649181961491673, 0.27086514229549075
1.7936235050795544, 0.2596692191489265
1.888510422462531, 0.24745547068851598
1.977059643178224, 0.23524173193471454
2.046186887362084, 0.22048346386942902
2.2043649361419706, 0.1991094137703197
2.471921881053433, 0.1767175674771912
2.803891654665021, 0.15687023108232867
3.144216739992273, 0.13854962780493096
3.6075621424810667, 0.12124682072155243
4.186880778012534, 0.10343511554116433
4.887139127790945, 0.08664122596801344
5.704516111328771, 0.07340966190036574
6.470611082434588, 0.06323154465442968
7.4241516126136275, 0.05356234491872123
8.61635167145215, 0.04491094137703197
9.942886355605015, 0.03727735344257992
12.01162928716318, 0.028625969314108685
14.762309884110133, 0.020483444456211013
18.24710830009017, 0.013867691542214192
22.170271863756387, 0.009287531016255755
24.719229612793168, 0.0067430017047717394
