x	 y
0.030677176545752135	0.001281575
0.031255695	0.001734033
0.033367725	0.002915053
0.035956804	0.005015759
0.041364997991427704	 0.010077828232020627
0.046705837	 0.015317404469240592
0.055776379	0.022395893
0.068501437	0.031257159
0.080290726	0.038535283
0.092367099	0.044998561
0.10625985736882504	 0.052954845502864265
0.1233894092070855	 0.061836623982506764
0.14328031941195107	0.071097087
0.16637773097962025	0.080486653
0.19140228598620898	0.090412592
0.21410600333428195	0.098461391
0.24630927612885983	 0.10476156276064508
0.2860154042770381	 0.1055769190939729
0.3290344319733543	 0.10077828232020622
0.39662240615777594	0.090412592
0.4692450246704311	0.07924829
0.5348038897038395	0.070003191
0.6327279057403827	0.062802915
0.7698562139022598	 0.054200923893723905
0.9193667314847132	 0.045348783320148925
1.097913054018934	 0.038835202502981225
1.3358588728149081	 0.033516026459326595
1.6872539417833703	0.030068689
2.1310827977394955	 0.028042156622322248
2.6666343091175126	0.027185885
3.336772529957736	0.026767601
4.499289249353298	0.026560874
5.789982510393398	0.026560874
7.044824718918035	0.026560874
8.897952110106134	0.026560874
