x, y
166.24609204083197, 0.04533075697281413
196.52997774719603, 0.047665351768682244
226.8138634535601, 0.04883270260206599
253.3123175984878, 0.05233464823131776
298.7381894795212, 0.05583659386056973
550.4732872488978, 0.10836577829934735
533.4385852935104, 0.12237356081635481
503.1546129441716, 0.14455253198979995
525.8675488846884, 0.13521399249997845
510.7256493529936, 0.12120620998297096
489.90534255022044, 0.12354085821428883
482.33447942734773, 0.1071984274659637
455.8359386394454, 0.09319064494895622
448.26507551657267, 0.11303502132653331
429.3375711374923, 0.13287939770411034
467.19240660970377, 0.12120620998297096
419.87390559092677, 0.11303502132653331
433.1230026989287, 0.10019453620745997
400.9464012118464, 0.09902723880952585
385.8045016801517, 0.08268480806120072
372.5552312862005, 0.0908560501530881
346.05677714127285, 0.08735410452383634
364.98419487737857, 0.07217897117344521
319.55840963931973, 0.0803502132653326
332.8075933902963, 0.06750972814625925
296.84547369880306, 0.07217897117344521
272.23973533459355, 0.06284048511907336
446.3722730928798, 0.1270428038435407
550.4732872488978, 0.1363813433333621
567.5079892042854, 0.12354085821428883
595.8991591299313, 0.12354085821428883
582.6498887359801, 0.13521399249997845
614.8264902230624, 0.15038912585036956
597.7917882676749, 0.1433852345918658
620.5047242081915, 0.12937745207485846
671.6088300743542, 0.1585603145068073
686.7509028919982, 0.19357977079932576
698.1073708622565, 0.13988328896261396
692.4291368771273, 0.11303502132653331
679.1798664831762, 0.12354085821428883
664.0379669514814, 0.1433852345918658
648.8958941338375, 0.13054474947279246
567.5079892042854, 0.14455253198979995
